Id,mean_exam_points
10000,54.49376148446606
10001,64.13451918158677
10002,49.4918293957127
10003,92.7114583317472
10004,89.21142912715202
10005,62.21698991186328
10006,43.655490574876715
10007,54.554569906660994
10008,57.79405026398644
10009,78.81677647624076
10010,52.4669326688142
10011,62.0459031271577
10012,52.96491408541816
10013,84.24998008808616
10014,64.28822905531099
10015,59.78377400418804
10016,89.14918665019258
10017,56.0851205687156
10018,54.50749060033668
10019,53.77348317255341
10020,80.1585245545996
10021,60.36026373229002
10022,66.9806175999809
10023,62.66084485750039
10024,56.76901189098903
10025,82.46174017021977
10026,61.40018234769721
10027,55.51692617054862
10028,61.21598290266066
10029,55.2236484653303
10030,72.31118494632507
10031,58.568835145028686
10032,45.551201580985456
10033,53.49283679358508
10034,49.245301484202884
10035,69.08557217378306
10036,54.071151183385474
10037,75.37378382455458
10038,60.36722467525285
10039,89.78648269403246
10040,90.22631983724223
10041,61.35461933204958
10042,58.41563859379887
10043,65.97460123580576
10044,61.68240376159894
10045,47.681597743856464
10046,47.7813181978394
10047,44.64068398045349
10048,60.36537952491786
10049,84.6209569491781
10050,48.32033333565907
10051,92.44468713184301
10052,54.63579788645037
10053,54.4195647807459
10054,54.11684820501175
10055,57.11334285390912
10056,70.86841289631505
10057,54.04275945967533
10058,63.123083656962535
10059,77.10279187013842
10060,67.59990277701463
10061,57.432026812989015
10062,62.66084485750039
10063,54.01619426213439
10064,57.8799797647665
10065,54.037076335975016
10066,52.463894313044335
10067,84.21353764747391
10068,60.09201296094317
10069,60.78140700144008
10070,63.18358999661771
10071,60.68446026996062
10072,54.30854972883103
10073,57.16095234362261
10074,69.92442907283726
10075,61.65185713368093
10076,70.3645989184799
10077,61.73252963014688
10078,62.73509997048614
10079,78.33481802357109
10080,62.68262565710455
10081,62.3580469751364
10082,84.39647707606991
10083,71.33957415106099
10084,54.79635336116487
10085,58.80471272348547
10086,84.02368675048803
10087,80.14498145314602
10088,43.76136402345342
10089,86.52522500087646
10090,55.98980001121412
10091,51.05624355340497
10092,57.370918018933445
10093,69.55292305993886
10094,68.49159103017266
10095,56.50544237929417
10096,88.09564318109724
10097,70.93243899662777
10098,84.98470752009128
10099,54.390382932703616
10100,84.95914100357192
10101,54.9434484673119
10102,59.359219416906946
10103,68.68585269034357
10104,55.62143622723509
10105,52.41696758139236
10106,53.599581230397696
10107,54.215295304013644
10108,57.077028791336716
10109,49.438218157035415
10110,57.50403981021884
10111,50.92360231073863
10112,69.47867288357715
10113,57.8128992675966
10114,58.248721674864626
10115,79.76234297122461
10116,49.82460011890702
10117,82.81973061884892
10118,48.9351941078185
10119,60.10292064528036
10120,64.85777503360724
10121,52.66642655816391
10122,84.39647707606991
10123,56.189463023482645
10124,54.1440328497916
10125,74.5722599739435
10126,52.65617291848059
10127,62.95061185345221
10128,56.05214897462435
10129,54.38180829268726
10130,70.11687984823982
10131,62.426180201790615
10132,46.02050117295547
10133,75.22703435774872
10134,79.09123418223692
10135,85.6992519483137
10136,59.73241230938767
10137,53.540081977007134
10138,84.40418411973522
10139,64.44047480954947
10140,61.01788773964055
10141,62.61918780508542
10142,73.74756123060243
10143,65.63579580298479
10144,44.64537113290547
10145,50.879681528723125
10146,60.79587525378412
10147,55.8112859072375
10148,51.30994959369973
10149,62.57847664806547
10150,90.11245873247121
10151,69.32294323311653
10152,83.96504833638451
10153,61.324845069826296
10154,54.39697566797303
10155,68.40215508111771
10156,57.33376242385764
10157,60.062127030978054
10158,60.25029203911642
10159,58.57585422524541
10160,48.559681035226326
10161,70.0589873607244
10162,50.034708527811226
10163,54.135179956456454
10164,63.26669062162686
10165,83.37998722329233
10166,79.3206881145591
10167,70.98321357082989
10168,83.8404937492811
10169,55.38057753413422
10170,51.80771092961142
10171,52.0665956625537
10172,61.218386425420654
10173,64.33008581311378
10174,62.0459031271577
10175,62.70809004092245
10176,63.9415665700768
10177,56.77066074521936
10178,57.17670861908594
10179,61.53734723514545
10180,74.77716408878844
10181,62.380644859482
10182,69.6662307279973
10183,54.39697566797303
10184,82.5109578822844
10185,52.76334579918654
10186,60.391469860750504
10187,91.29282466536566
10188,54.47509578496411
10189,62.65925394378775
10190,84.4571525808735
10191,51.00198637065989
10192,74.82641221526221
10193,84.28814441128893
10194,79.51811337315867
10195,70.44489824098208
10196,54.89956914667953
10197,52.11371215194548
10198,43.13926786129209
10199,54.4195647807459
10200,52.27493133750714
10201,52.43638327593973
10202,58.95261417998572
10203,69.62056219129845
10204,69.84673950658507
10205,59.071721089406715
10206,42.02370168698608
10207,70.98747582567319
10208,79.50379277158581
10209,54.65454978640419
10210,90.90106072764854
10211,76.01364840839702
10212,69.93409938987521
10213,79.82699129547997
10214,67.57243832431628
10215,60.71873048274135
10216,70.07796972439579
10217,62.444289213919426
10218,56.77470515472602
10219,59.13942002838231
10220,52.5284113688823
10221,62.90630436742984
10222,56.67621040615655
10223,61.45793769314289
10224,88.25674034522906
10225,61.22697312000982
10226,53.67643627412329
10227,50.75470349756968
10228,57.770986934856595
10229,53.75687633795662
10230,78.00623219432266
10231,75.44565312260573
10232,64.55969983239498
10233,55.97336606960634
10234,84.39647707606991
10235,59.061980425729324
10236,55.13714921802314
10237,64.84902458070127
10238,44.46613932251129
10239,85.7448035888023
10240,60.120798309082794
10241,85.73830315285709
10242,56.46966302150104
10243,55.57905963874484
10244,62.3450603840569
10245,70.05066014819727
10246,56.76485020020911
10247,90.89808948171766
10248,55.53093032962051
10249,75.32245044959897
10250,76.58000955680033
10251,59.66604272122516
10252,55.94579514301301
10253,81.19553675109468
10254,55.1575822199117
10255,56.25137723329407
10256,62.88630926254676
10257,69.73630557699627
10258,54.56488077137147
10259,56.140121199095816
10260,50.787295307083824
10261,81.16336189811733
10262,44.59863287533607
10263,75.66563381129461
10264,64.15706962074356
10265,55.378568041795035
10266,56.151963019849084
10267,82.71132400688589
10268,84.70994969145602
10269,79.24755275814779
10270,84.36542308699707
10271,59.09593823417322
10272,56.73720742148598
10273,70.38133883614108
10274,50.94777751537441
10275,48.303012988214824
10276,42.57290103725008
10277,77.89809573137599
10278,60.29219784173523
10279,59.15034281984814
10280,57.640386937075796
10281,79.9074296778793
10282,57.05902644425961
10283,83.89196532433189
10284,57.603980206409766
10285,57.15572450995519
10286,55.023658431846066
10287,61.96946422023933
10288,47.33130309544329
10289,66.61638065464099
10290,83.98919729040938
10291,56.11690736885387
10292,56.252937843688485
10293,56.06858920120564
10294,84.95753061569901
10295,56.06858920120564
10296,51.543204742752806
10297,60.43011821166155
10298,54.679600406761026
10299,54.516382261706894
10300,52.29184037506806
10301,70.53746048179624
10302,69.32971454453829
10303,55.30923611142419
10304,86.88809702552214
10305,69.56360878690157
10306,40.53360248385577
10307,81.73149743367253
10308,64.8455790672775
10309,55.19750591465283
10310,55.488809181699416
10311,55.92096185422991
10312,62.59791822952434
10313,91.67097422088698
10314,47.58036560847662
10315,84.52452591065217
10316,56.12126407588176
10317,42.97487590414639
10318,54.17717780611594
10319,87.07499344043673
10320,57.109549201433175
10321,89.88828657672613
10322,61.68115512773121
10323,79.0398005152441
10324,60.16565323937887
10325,55.61107531272666
10326,53.27176591325948
10327,79.55350949918902
10328,43.825497893352036
10329,64.19974742661728
10330,74.3067518264961
10331,62.592628787129605
10332,54.4781317252158
10333,76.52990175613667
10334,89.34497168873438
10335,65.46551478437479
10336,50.16406169194308
10337,67.75188518868765
10338,57.711303852235815
10339,58.836880507340304
10340,70.12262129620487
10341,65.86834839007888
10342,86.19241376401227
10343,75.79569765600941
10344,62.60848514713968
10345,69.04981545306805
10346,71.79911613835465
10347,58.98951221395153
10348,50.84895535603707
10349,72.5552596546773
10350,55.91911512814919
10351,60.4186628816352
10352,77.3028294075706
10353,55.6693066023496
10354,64.44047480954947
10355,70.07345444632908
10356,85.01926504328266
10357,58.87481088889384
10358,69.04981545306805
10359,55.653447814627604
10360,62.77311373990616
10361,65.40351880621564
10362,49.22941375672801
10363,69.17157491349796
10364,61.771007512447966
10365,67.43589190942757
10366,57.184143115040904
10367,58.06031554157588
10368,53.13072293315769
10369,71.31161978048868
10370,75.27492040015944
10371,79.52247822424451
10372,57.40634416469163
10373,52.4669326688142
10374,59.800011466188096
10375,55.15029562132867
10376,67.08386219914667
10377,56.14515727459197
10378,89.06344945044586
10379,83.45624622562741
10380,78.83768021626183
10381,68.5197629368882
10382,55.79509433202323
10383,60.95667233160397
10384,60.479656890508465
10385,59.56210285440071
10386,55.91241285218322
10387,55.35743058643702
10388,79.75385593906866
10389,53.67121186223771
10390,61.84938929060285
10391,59.35905461279748
10392,58.10781237162433
10393,82.80592706263334
10394,73.68853002617708
10395,58.64730977961668
10396,79.3206881145591
10397,75.85090271544355
10398,88.39749200572469
10399,57.52636102900798
10400,60.51265197421651
10401,84.34420703973151
10402,61.455471318119265
10403,84.28986603078155
10404,84.1588964418793
10405,85.05737592933846
10406,74.3067518264961
10407,53.551775911801194
10408,60.085906415785196
10409,62.90993270996667
10410,59.41299055012404
10411,57.67665271883763
10412,53.81597453977296
10413,61.39199787614014
10414,59.66604272122516
10415,52.77924994633874
10416,89.06344945044586
10417,60.23612535534783
10418,43.32598561552448
10419,63.957107124954696
10420,56.71481529532948
10421,53.53929842524032
10422,55.29885964072644
10423,63.05849726617335
10424,90.32919415894867
10425,63.39814852296745
10426,82.96397471824746
10427,71.04171476469641
10428,76.32701948877711
10429,78.75214974499484
10430,57.61396242187604
10431,72.92589470463165
10432,84.05928324068717
10433,84.39647707606991
10434,79.1634462604617
10435,68.58935027934193
10436,89.28028393170514
10437,69.38962105764955
10438,55.46093687820539
10439,60.256739648572136
10440,75.64658750903037
10441,56.582001376386664
10442,61.69325718044237
10443,41.51830659114223
10444,58.660966831686956
10445,56.51834501029308
10446,58.04776195230676
10447,57.78718241058765
10448,60.644280749861856
10449,62.65928062615513
10450,73.3434119950733
10451,84.5952518143859
10452,83.15788458504349
10453,83.3703502669264
10454,76.54554905156776
10455,54.061166073926486
10456,83.68451385893918
10457,53.612988910929396
10458,53.25981317043788
10459,62.0459031271577
10460,55.844903751425335
10461,66.06383002943343
10462,48.40962617326798
10463,57.52636102900798
10464,60.194448682322054
10465,55.74514925253348
10466,62.77431455518971
10467,63.72564671512818
10468,57.251937268436976
10469,53.75687633795662
10470,79.21550060499004
10471,60.129293592010576
10472,60.24933364933483
10473,54.390382932703616
10474,53.955737683722475
10475,61.219323115939645
10476,61.58054571653367
10477,56.497263929777944
10478,83.8796928344641
10479,75.16338100231415
10480,80.34497127643003
10481,56.17875685991275
10482,62.82163012556569
10483,75.65478877501226
10484,43.332995902381306
10485,59.241628509311965
10486,70.03302796138892
10487,54.949746624589615
10488,60.167210611788015
10489,58.790766827122944
10490,55.02725199468781
10491,58.33315181380716
10492,54.47306118655267
10493,54.8433284580612
10494,63.17914019614781
10495,85.3350364307093
10496,59.0355659873303
10497,89.54655024021709
10498,61.451618831789695
10499,60.020713385460255
10500,60.734511455074575
10501,84.61262973665096
10502,82.3936543883635
10503,54.73997917232194
10504,57.52636102900798
10505,55.88245755975869
10506,65.48571281975934
10507,87.41672977694577
10508,58.62510314063019
10509,91.40354857579091
10510,59.264720396778515
10511,79.35377582712948
10512,56.11935878237348
10513,54.4966172298905
10514,59.82667802314521
10515,60.33531776079472
10516,68.82364796097355
10517,57.47849145592437
10518,59.49989773718261
10519,83.29092214026751
10520,52.65490627268133
10521,55.14874619313948
10522,69.24720479204582
10523,62.1514708617382
10524,75.73504152590401
10525,80.6355412925367
10526,55.02521371893609
10527,89.88828657672613
10528,56.32257364375286
10529,61.86666274871971
10530,62.54517791856344
10531,53.78742573083109
10532,56.505984885991076
10533,60.02694112146743
10534,78.83768021626183
10535,56.03517945668356
10536,55.554492641459944
10537,83.33108444981426
10538,58.887949498495345
10539,53.81106622241851
10540,63.610764490844886
10541,52.141707814738766
10542,57.53263905165975
10543,56.45527081083896
10544,62.81883369694838
10545,87.40763076103669
10546,58.00251617095727
10547,69.51337969400116
10548,81.0678244845475
10549,67.7550698738121
10550,69.36700931257265
10551,89.28028393170514
10552,59.60797545858198
10553,54.66026068023446
10554,52.71658327395813
10555,91.12660103824186
10556,58.690218079333334
10557,60.411279833859176
10558,47.19475668055458
10559,79.14834232282011
10560,63.71768520694965
10561,43.37502831705535
10562,54.76908571204753
10563,81.99770873610123
10564,83.11197724071968
10565,84.54226771976126
10566,64.22083648913107
10567,63.51344428061636
10568,55.3988510626673
10569,63.449971262989806
10570,59.66604272122516
10571,62.65485928875386
10572,82.74909371511305
10573,66.23901763618066
10574,69.47807507452319
10575,79.3206881145591
10576,58.02563717299432
10577,82.3963360151214
10578,86.52954097113277
10579,58.59328415344638
10580,55.99683595756088
10581,84.63550942909058
10582,89.52007178585808
10583,54.999418714652734
10584,44.3689483578997
10585,53.354449148726324
10586,54.02634189774612
10587,82.5767151691521
10588,79.33727513136078
10589,78.76707322446057
10590,59.0355659873303
10591,55.380752710546574
10592,61.514296830640575
10593,65.47836468587629
10594,58.843521199813125
10595,62.08131112567954
10596,61.134339683379956
10597,54.67475149602856
10598,59.092015877031976
10599,55.79792415383235
10600,61.76604201168691
10601,79.67868633992428
10602,67.07739839486847
10603,56.271999892791435
10604,89.93979868797925
10605,73.51511233905349
10606,74.54615433265796
10607,84.73685433417002
10608,56.71956568213861
10609,69.78822077579935
10610,45.132445540993366
10611,74.35857255414095
10612,41.37672719170121
10613,60.09441234422024
10614,91.1213061909412
10615,53.15374199789834
10616,69.86686910992888
10617,63.63923473966863
10618,60.89563684329717
10619,69.22722317747177
10620,59.327403231739474
10621,59.77337277956105
10622,55.378568041795035
10623,66.2384189524691
10624,79.3206881145591
10625,84.91000056625948
10626,74.13141070127982
10627,72.57247673284452
10628,79.60796117852188
10629,50.755734507170075
10630,54.06494638446156
10631,56.691685177473225
10632,78.83768021626183
10633,44.03689595440772
10634,87.21785058318801
10635,82.77103767206526
10636,59.571708505206196
10637,56.739922383018055
10638,69.72076502211839
10639,62.28050358642583
10640,51.11791249188375
10641,75.48751806174555
10642,64.04752750638913
10643,56.44403375118431
10644,54.05904134671808
10645,55.348018648920565
10646,57.573606212430036
10647,84.46309037308752
10648,54.1440328497916
10649,58.72165934166132
10650,61.989591848697664
10651,89.56368954916978
10652,61.45611799226119
10653,61.45611799226119
10654,54.65454978640419
10655,58.927157805491504
10656,59.495601027686185
10657,70.65426655961019
10658,41.97919950449459
10659,60.40723683900313
10660,62.80152606123377
10661,89.0439550562882
10662,86.5901172896612
10663,60.463736289929535
10664,63.04395701720966
10665,84.3641653007868
10666,43.629065351589034
10667,61.99069506137774
10668,88.00788306561643
10669,57.97920481326588
10670,84.13173943521456
10671,60.34110533277492
10672,67.36454110754633
10673,54.12379521945509
10674,77.93262532128207
10675,54.1516470221446
10676,71.09391423729947
10677,83.1600962763598
10678,60.050846286246795
10679,54.4195647807459
10680,68.56682768987773
10681,54.48496521423395
10682,62.557245899850116
10683,57.26290227440493
10684,53.776089138039254
10685,62.10370587069784
10686,57.770986934856595
10687,84.91832777878662
10688,54.06038575055994
10689,75.12417816540176
10690,60.737013507906525
10691,74.49712255718039
10692,86.01757174640538
10693,79.12037645773727
10694,70.41194678410716
10695,52.24827137844555
10696,58.51865976483895
10697,70.41050547862797
10698,89.75768035140216
10699,68.27521299480026
10700,79.3206881145591
10701,63.68022504490959
10702,57.13334820675087
10703,60.09085901513823
10704,58.28912758411416
10705,82.19954463798364
10706,49.24335980066433
10707,84.59042960129274
10708,48.964610940293625
10709,43.09647167499887
10710,59.4523356967609
10711,52.71658327395813
10712,55.114962293236914
10713,58.61956355057669
10714,57.770223632745434
10715,62.326770398433105
10716,79.33727513136078
10717,89.01004081271645
10718,51.17784508245812
10719,55.418579807329515
10720,70.58083328630813
10721,57.48205429376282
10722,63.161535403532625
10723,64.1211625777098
10724,79.49725784229756
10725,53.2150463667998
10726,60.34341771200037
10727,60.92584763224702
10728,83.23999246299417
10729,74.92309128304805
10730,82.4114899467389
10731,85.63469168157869
10732,60.685074364164166
10733,64.07180527573573
10734,67.43589190942757
10735,60.12387745687731
10736,54.07571887297933
10737,52.054508925374996
10738,52.43638327593973
10739,79.24755275814779
10740,55.437273196927386
10741,84.57304186306959
10742,64.38768061464721
10743,59.10727819153899
10744,69.2303285627452
10745,82.913914240146
10746,60.562781441152424
10747,83.57704648912271
10748,52.50871879384986
10749,42.928599710822624
10750,57.95237705209452
10751,69.20087651192456
10752,65.1446076075912
10753,59.35095014566434
10754,71.36654588860098
10755,64.3145452582359
10756,64.3037696101889
10757,55.628476612805464
10758,50.11333078562905
10759,62.365081091542244
10760,83.80178119932658
10761,52.27493133750714
10762,60.435354198175375
10763,55.7518410755025
10764,61.63978383492415
10765,53.854834117247584
10766,68.79753303677857
10767,59.79962524781902
10768,69.17157491349796
10769,85.29618474205041
10770,54.96070448497291
10771,86.59061322987749
10772,56.37904575024532
10773,54.926014780851446
10774,54.36173816046732
10775,57.967495095144926
10776,55.91045747904799
10777,51.914849531913646
10778,53.75687633795662
10779,70.64014563427361
10780,60.5979685451304
10781,64.31824052950164
10782,57.76315394085702
10783,69.53001176017142
10784,57.135136678128696
10785,57.500678380710596
10786,75.66713551882778
10787,63.28782461174151
10788,70.80991413065927
10789,90.16627775762207
10790,57.742128551592764
10791,54.38180829268726
10792,55.8112859072375
10793,83.07395783247559
10794,54.09641917089272
10795,79.49217877948077
10796,53.78474638644316
10797,54.31748054910551
10798,60.10335561821496
10799,84.43315780005152
10800,81.12220254645193
10801,49.44764247850564
10802,42.7859406437436
10803,79.84078256315179
10804,60.57552338221571
10805,79.22382781751718
10806,71.24341865226936
10807,83.89196532433189
10808,54.056518347418674
10809,49.88825524941383
10810,69.0259661508789
10811,60.883693966738434
10812,59.68903656905363
10813,53.04485845443748
10814,69.35099657895111
10815,65.01002078784572
10816,69.66444323467155
10817,52.71658327395813
10818,74.92309128304805
10819,55.56470375340694
10820,55.144205172908165
10821,50.49877319493821
10822,58.73551134722848
10823,85.25085932748733
10824,54.30854972883103
10825,87.85273083652861
10826,69.26705917057991
10827,79.64150405154972
10828,84.31518099200606
10829,63.201562425338594
10830,50.11645435931051
10831,43.7227018117963
10832,48.995834409217075
10833,61.46343565329164
10834,53.135104642886176
10835,85.06112669452456
10836,56.1573462415545
10837,51.464105218899654
10838,55.964021001946264
10839,48.873027164316866
